"project_id","project_name","cohort","organization_name","organisation_id","country","framework_key","description","status","project_status"
"35f4ee57-1f01-4e69-91be-d927aa5c0c89","Landscape restoration through promotion of agroforestry, active reforestation, and by elimination of invasive Prosopis juliflora - Acacia EPZ",terrafund,,866,KE,enterprises,"The project activities will start on 01/02/2023. After seed propagation led by our engaged partners, the seeds will be transferred to schools where we intend to grow them for a period of about a month. The seedlings upon growth will be transferred to the growth locations and school-going pupils will be encouraged to adopt a tree, which will be transferred to other students upon leaving the facility. 

In regards to harnessing Prosopis juliflora to form longer-burning charcoal briquettes, the invasive species will be replaced with Acacia senegal grown in the sites already identified. 

Every 6 months, monitoring activities will be undertaken to ensure that the efforts put forward by Acacia EPZ and engagement with the community groups identified reflect in the health and viability of the Acacia seedlings planted. This will continue until the end of the project on 31st December 2027, when the Acacia trees mature. Beyond the scope of the Terramatch funding, Acacia EPZ will hopefully be capable of undertaking the business in a sustainable manner.",approved,new_project
"1d646b5b-839c-4b04-b6b3-1b8c7fa1cc2f",Landscapes test 12-2-24,,,3,AS,terrafund-landscapes,test,approved,
"88d3313e-276f-4a20-8973-9cafe2185d7a",Landscapes test Sept2024,,,3,AI,terrafund-landscapes,timeline,approved,
"04f56bae-d548-40e1-813b-78e5d85383a9",LOS MACUILES/PRODUCCIÓN DE ESPECIES NATIVAS DE LA SELVA SECA PARA LA REFORESTACION DE PAISAJES EMBLEMÁTICOS EN OAXACA,ppc,,562,MX,ppc,,approved,
ac5da8e9-46e9-428e-a07f-1e0baf2ff3ed,Mai Mahiu Landscape Restoration for Improved Environmental Resilience and Community Livelihood,terrafund-landscapes,,1084,KE,terrafund-landscapes,"November 1, 2023 - May 31, 2024: Project contracting, project inception, community sensitization and training, tree nursery establishments and tree nursery materials procurement
Planting Season 1: 2024-03-01 to 2024-12-31 and Planting Season 2: 2025-03-01 to 2025-12-31
Beating up: December 31, 2025
Project monitoring: January 2026 to December 2029",approved,
"12aefea5-2ec9-4181-93c3-2c739f7c8d64",Mangrove Ecosystem Restoration in South Western Ghana - Hen Mpoano,terrafund,,1162,GH,terrafund,"1. January, 2021 - Stakeholder engagement: Relevant stakeholders (District assemblies, Traditional authorities, Wildlife Division of the Forestry Commission of Ghana, Fisheries Commission and Fringe communities) will be engaged through sensitization meetings to gain their buy-in and their ownership of the project. This will be done in the first month of the project inception
2. January to February, 2021 - Identification and mapping of degraded sites: Fringe communities of GAW will be engaged in identifying and mapping of degraded sites. Selected community members will be trained in the use of hand-held GPS to take coordinate.
3. January to March, 2021 & 2022 - Seed collection: Communities members will be actively engaged in seeds and propagules collection.
4. June to July, 2021 & 2022 - In situ planting: areas identified as mudflats areas and having the biophysically characteristic for mangrove regeneration will be planted with propagules of Rhizophora and saplings of both Avicennia and Lagungularia species directly within these areas. 
5. February to June, 2021 & 2022 - Nursery establishment: Three nursery sites will be established within the GAW area, to raise mature and healthy seedling to be used for replanting exercise. The proposed community managed nursery will be closer to degraded sites to reduce transportation distance and minimize transplanting shocks. This will be done for four months.
6. March to April, 2021 & 2022 - Site preparation: Identified degraded site will be prepare to receive planting materials (mangrove seedling)
7. May to September, 2021 & 2022 - Replanting: matured and healthy seedlings will be transplanted in already identified degraded areas.
8. January to December, 2024 - Tendering and Monitoring of planted seedlings: tendering will be done monthly for a year which will be followed by quarterly monitoring and assessment of planted seedlings.",approved,existing_expansion
"33ee81da-5421-410e-a642-37fc3b0cb935",Mashonaland West Woodlad Restoration (Chundu/Deve) - My Trees Trust,terrafund,,602,ZW,terrafund,"Timeline:  
Jan 2022 – nurseries established, and seedlings planted 

February – December 2022 – seedlings cared for in nurseries.  

Dec 2022 and Jan 2023 – seedlings to be planted with contract growers.  

April 2023 – first survival count and planting review.  

November 2023 – post-winter survival count and site visits. 

April 2024 – full survival count of all trees planted.  Trees are replaced in some cases when other environmental tasks take place, e.g., firebreaks, trenches

April 2025 – full survival count of all trees planted.",approved,existing_expansion
e4108d7a-58d8-4604-8dd8-2f95c9c181d5,MDPS - Flagship,ppc,,553,BR,ppc,,approved,
"89de16d6-2e95-4588-a635-03595077f479",MGAMA AGROFOREST AND NURSERY PROJECT - Germark,terrafund,,831,TZ,enterprises,"This is project will last for next 30 years as it will involve the wood trees such as eucalyptus, pines and wattle trees. These three species have the maximum maturity of 15 years and they will be harvested and replanted.
Other native trees that will be planted here are Syzygium cordatam(waterberry) that are mainly planted for conservation of water resources. These are plants with more that 30 years maturity and will be regenerated from seeds.
Fruits trees that will be planted shall be avocado and macadamia that will exists for over 20 years.",approved,new_project
aa0f8df7-b668-48f0-a8ce-bf5558f2a9d6,Mount  Kenya Landscape Restoration and Community Livelihoods Improvement.,terrafund,,1029,KE,terrafund,"The project timeline includes supporting communities nurseries to raise quality seedlings for this agroforestry project, mobilizing communities to undertake the project, training communities on the various aspects of the project. After mobilizing and training of community members on the aspects of the projects, what follows is  signing an MOU with farmers being a commitments to the projects. After signing the MOU, these farmers will prepare the sites and our technicians visit these farmers to check the sites. From these, seedlings are delivered to these farmers and one month after planting monitoring of planted trees follows. Monitoring includes  checking whether all trees delivered to the farmers have been planted. Data collection is key to the project and this is collected during monitoring and evaluation. Internal and external evaluation of the projects follows to make sure the project has been implemented successfully according to the supports.",approved,new_project
d8210ae4-2c85-4094-b0f3-0e0cda687aa9,Multipurpose Agroforestry Plots with Smallholder Farmers - Kijani Forestry,terrafund,,151,UG,terrafund,This project will take place from February 2022 through December 2022,approved,existing_expansion
"956f88c2-e01f-4688-a523-550ff9a8d7fc",MVGI - Flagship,ppc,,553,BR,ppc,,approved,
"2cfc8e4d-32cc-438b-ba3a-c224a90709d0",Neem- Manioc S3D-Niger,terrafund,,1238,NE,enterprises,"Debut : Aout 2022

Fin : Fevrier 2024",approved,new_project
d6240881-891e-41f0-a5b6-eb1410447edd,Nguni Restoration Project,terrafund,,310,ZA,enterprises,Lifetime,approved,existing_expansion
"1a77032a-6697-4b14-a7e0-b2c486b91ffd",Nicola Watershed Reforestation Project,ppc,,5924,CA,ppc,,approved,
"3418f474-5d5d-422f-a12b-459040034223","Njising-Tabenken Community Forest Restoration Initiative through Sustainable agricultural practices, Re-afforestation and water Catchment Management - SURUDEV",terrafund,,1243,CM,terrafund,"2022-05-11 to 2025-12-05",approved,new_project
"38315af3-3373-4478-8fca-532f38fc21f7",Nurturing Indigenous Trees and Young Minds through Landscape Restoration in Rubavu and Rutsiro.,terrafund-landscapes,,2984,RW,terrafund-landscapes,"- Community Engagement and Capacity Building (2024-2029)
- Nursery Establishment March 2024 and March 2025
-Tree Planting  ( October 2024 and February/ October 2025)
-Supporting Schools Environment Clubs including rewarding young champions who maintained  trees",approved,
caf78b0a-d80a-482e-9c62-842302109a90,"Nyakazu, Burundi - Restoring Land and Lives - Plant with Purpose",terrafund,,27,BI,terrafund,Five (5) years,approved,existing_expansion
c528071b-053c-4291-96b9-688c2ebe12aa,Nyandarua County Land Restoration through Agroforestry and Reforestation,terrafund-landscapes,,604,KE,terrafund-landscapes,"Our project main activities will be as follows:
Inception meeting with the KFS station manager and the Community Forest Association - 14th February, 2024
Engagement meeting with Sub-County agricultural officer to be able to document our level of partnership with smallholder farmers- 8th March, 2024
Development of Tree nursery- March, 2024
1st Planting Season- 1st April, 2024
2nd Planting Season-m October, 2024
3rd Planting Season- April 2025
4th Planting Season- October, 2025
We plan to finish our planting in December 2025 (our last planting date)
Before our 1st planting season we shall prepare our nursery and we shall report nursery activities and any planting activities between January and June 2024 and subsequently 6 months thereafter",approved,
cb8c8dad-43a4-42fa-a262-b9244d23cca8,"Ol Mariko Restoration Project in Mau Forest, Kenya",terrafund-landscapes,,181,KE,terrafund-landscapes,"Community and stakeholder engagement: ongoing activity since 2020

Preparation: January-February 2024. Eden will work with Ol-pusimoru Forest Block's Community Forest Association to determine the 70 ha area within Eden's adopted Ol Mariko restoration site. 

Seed collection and nursery production: October 2023-December 2024. Eden accepts seed on a rolling basis according to our planting goals. Seed is sourced locally from a variety of mother trees, and is purchased from community members by weight, based on established rates. It should be noted that in order to prepare for the March 2024 planting season, seedling production must begin in the nursery in October 2023.

Baseline monitoring: February - March 2024, August-October 2024, January-March 2025, August-October 2025. In advance of each planting season, Eden conducts baseline monitoring activities to support its monitoring and evaluation goals.

Site preparation: March -April 2024 and October - November 2024. Eden's restoration teams prepare planting sites by pitting holes in advance of planting, as well as preparing naturally available bamboo for fencing sections of planted areas where needed.

Planting: During Kenya's rainy seasons which occur March-May and October-December. Over the 1 year planting period, there are 2 planting seasons. Due to uncertainty with rainfall patterns, this gives the organization ample time to accommodate unexpected weather over the planting period to achieve the full planting target.

Fire management trainings and watchtower installation: 2024-2025, dates not yet determined. 

Internal progress review: January 2025. Eden will review planting progress and ensure that operations are on track to hit the goals of the project. Additionally, the internal progress review allows the team to bring forward any challenges that may have arisen in the first year in order to ensure they are adequately addressed.

Monitoring, evaluation, adaptive management: March, 2024-December 2029",approved,
c9e44f80-0696-4eb4-af7f-e954b9b77c28,"One for All, All for One: A Community Centric Approach to Biodiversity Conservation by Efficiently Restoring and Managing the CFRRs of Kanker, Chhattisgarh",hbf,,3406,IN,hbf,"Tentative Key stages for next 2 years:
1. Preliminary community engagement  in targeted CFR Areas and meeting with primary stakeholders like CFR Management Committees, Forest Department, etc (July-Aug-24)
2. Preparation of GIS Maps (using Arc GIS) for targeted CFR Areas (July-Sep-24)
3. Conducting baseline survey for landscape threat assessment and polygon creation within targeted CFR Areas (July-Dec-24)
4. Conducting All season-biodiversity survey in targeted CFR Areas (July-24 to May-26)
5. Plant nursery development and Management (Aug-24 to May-26)
6. Capacity building of local group or selected SHGs to manage the plant nursery (Aug-Oct-24)
7. Purchase of saplings from government's plant nursery for Phase 1 plantation drive (Aug-Sep-24)
8. Site preparation for plantation Phase 1 (Aug-Sep-24)
9. Conducting plantation drive Phase 1 (Aug-Oct-24)
10. Monitoring and maintenance activities for the Phase 1 plantation (Oct-24 to May-26)
11. Conducting training workshop for local community on themes like sustainable harvesting of NTFPs, Sustainable Agriculture, Forest risk mitigation (Nov-Dec-24)
12. Data compilation and reporting (Nov-24)
13. Preparation of management plant for targeted CFR Areas (Jan-Dec-25)
14. Removal of invasive species (Jan-Mar-25)
15. Preparation of forest lines in vulnerable CFR Areas (Jan-Mar-25)
16. Pits will be dugged with the help of local communities at selected sites (Forest, Agricultural land, Roadside patches, riparian areas, etc). (Mar-Jun-25)
17. Repair of the broken water harvesting structures will be undergone based on the restoration plan. (Mar-May-25)
18. Construction of the soil and water conservation measures like ponds/water hole, trenches, checkdams, bunding etc. (Mar-May-25)
19. Plantation drive in targeted CFR areas(July-Sep-25)
20. Juvenile support and Bio-fencing (Aug-Oct-25)
21. Conducting training workshop for local community on themes like sustainable harvesting of NTFPs, Sustainable Agriculture, Forest risk mitigation (Nov-Dec-25)
22. Preparations of fire lines (Jan-Mar-25)
23. Repair of the broken water harvesting structures will be undergone based on the restoration plan. (Mar-May-25)
24. Construction of the soil and water conservation measures like ponds/water hole, trenches, checkdams, bunding etc. (Mar-May-25)
25. Monitoring of plantation and Water Harvesting structures (Aug-25 to May-26)",approved,
b19c9cb1-8cb3-41f8-8aa7-5104e2ae9897,Operations Expansions for Macadamia Nuts Processing and Export,,,1255,KE,enterprises,"1. Place the quotations with Vendor for two Xray sorting machines by end of March 2024 
2. Manufacturing of the equipment by vendor due date April 30th 2024
3. Shipping of the equipment by End of May/early June 2024
4. Installation, training and commissioning by the Vendor - June 2024
5. Upscale operations from 115,000Kgs in 2023 of finished product to 300,000kgs by end of 2024 (produce across the year)
2. Install 22 drying facilities by end of 2025
3. Increase smallholder purchases from  1,030,485kgs in 2023 to  2,000,000 kgs by end of 2024",approved,
"744d9613-02a4-4484-be15-0d6a401f0086",Orchard Mango Tree growing in Makueni,terrafund-landscapes,,2512,KE,enterprises,"The project is set to commence in Jan 2024 with the following activities taking places as per the listed timelines. 

- Jan 2024 - March 2024: Project planning, Farmers mobilization, Recruitment of village agents, community sensitization. 
- March 2024-May 2024: Land preparation, seedlings distribution and 1st season Planting (YR-1) 
- June 2024-July 2024: Seedlings and land monitoring. Data collection and identification of further improvements during the second season planting. 
- Aug-Nov 2024: Land Preparation seedlings distribution and Planting 2nd Season (YR-1)
- Dec 2024-Feb 2025-Reporting for YR1, farmers training, mobilization and sensitization in readiness for year 2 planting. 
- April 2025-June 2025: land preparation, seedlings distribution and Planting YR2, 1st Season. 
- Aug 2025-Nov 2025: Planting YR2, Final Season. 
- Dec 2025-Passion harvesting and Reporting for Year 2,
2026:  Public engagement,  mango fruits monitoring, training, passion harvesting and reporting.
2027: Monitoring, harvesting, reporting and public sensitization 
2028: Monitoring, harvesting, reporting and public sensitization 
2029: Monitoring, harvesting, reporting and public sensitization, end of project",approved,
b565f9da-ba5a-40c2-9951-fc176434f8a5,Palencia,ppc,,322,ES,ppc,,approved,
c3d2858f-aa3d-458e-8e88-5a7f376e6ef4,Planter et  faire  pousser des arbres à travers la mise en place des réserves communautaires au Togo - PERJAT,terrafund,,820,TG,terrafund,La durée du projet est: de mai  2022  à fin juin 2026,approved,existing_expansion
"243f93d2-0d4b-4dac-8b23-997e6528dc8e",Planting Trees – Reforestation - INEC Ghana,terrafund,,961,GH,terrafund,"2022-06-15 to 2024-10-31",approved,new_project
d5e0a4ff-8601-45d0-9020-8c104e5ea508,Planting Trees – Reforestation - PANR,terrafund,,1164,UG,terrafund,"2022-05-04 to 2024-10-30",approved,existing_expansion
"4a853e6a-dba4-442a-b528-09702250244f",Planting trees for climate and livelihoods - Aerobic Agroforestry,terrafund,,26,NG,enterprises,Two years,approved,new_project
"1bbf9901-b62e-47b6-94fd-6dee329bf8c5",POELNigeria - Powerstove,terrafund,,1217,NG,enterprises,"3 Years",approved,new_project
"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata- Flagship,,,553,BR,ppc,,approved,
"96bd90c6-42b9-402f-bd4b-b4ceb65845fb",ppc test 0709,ppc,,6254,BI,ppc,,approved,
"0dcfa582-bdc4-44dd-bb3d-b03a0fb5b67f",PROENCA-A-NOVA,ppc,,322,PT,ppc,,approved,
"5b02c3a0-0f64-4506-8cc5-719dfa8c1641",Projet d’appui à l’agroforesterie et la foresterie villageoise dans la région maritime du Togo ( PAFVMATO) - APAF-TOGO,terrafund,,673,TG,terrafund,"2022- productions et mise en terre des jeunes plants et formation des paysans
2023- production et mise en terre des jeunes plants  et geoloalisation et formation des paysans 
2024-2025-2026 suivi des plants mise en terres",approved,new_project
"34bfb500-c388-47f6-9843-1b4dcf7ac70f",Projet d’appui des initiatives de la Commune de Mubimbi dans la restauration des paysages,terrafund-landscapes,,2333,BI,terrafund-landscapes,"ANNEE 2024

1. Atelier de lancement du projet d’appui des initiatives de la Commune Mubimbi dans la restauration des paysages : prévu au mois de février 2024
2. Atelier de sensibilisation et renforcement des capacités  sur la protection de l'environnement: prévu au mois de mars 2024	
3. Préparation des activités de greffage des plants fruitiers (débroussage, défrichage et terrassement des terrains), achat du matériel de greffage et identification des lieux d’approvisionnements des greffons et des portes greffes de bonne variété et de bonne qualité: prévu de commencer au mois de février jusqu'au mois de mars 2024
4. Mise en place de la  pépinière et conduite des activités de greffage des plants fruitiers (greffage, constructions des ombrières, fabrications des pots de feuilles du bananiers en remplacements des sachets qui sont mauvais à l’environnement, remplissage de la terre dans les pots de feuilles de bananiers, aménagement des plates bandes, sarclage, arrosage, fertilisation, application des produits phytosanitaires, et entretien des plants): prévu de commencer au mois de février jusqu'au mois de décembre 2024.
5. Préparation des activités de production des plants forestiers et agroforestiers dans les pépinières (débroussage, défrichage et terrassement des terrains) et achat du matériel: prévu au mois de Mai jusqu'au mois de juin 2024. 
6. Encadrer les groupements agropastoraux dans les activités de mise en place et de conduite des pépinières pour la production des plants forestiers et agroforestiers (mise en place des germoirs, semis, constructions des ombrières, fabrications des pots de feuilles du bananiers en remplacements des sachets qui sont mauvais à l’environnement, remplissage de la terre dans les pots de feuilles de bananiers, aménagement des plates bandes, repicage, sarclage, arrosage, fertilisation, application des produits phytosanitaires, et entretien des plants): prévu de commencer au mois de juin jusqu'au mois de décembre 2024
7. Plantation des plants fruitiers, forestiers et agroforestiers par les ménages bénéficiaires: prévu de commencer au mois de décembre 2024
8. Suivi évaluation des activités: qui commence avec le début de la mise en oeuvre du projet (mois de janvier jusqu'au mois de décembre 2024)

ANNEE 2025

1. Plantation des plants fruitiers, agroforestiers et forestiers: poursuivi au mois de Janvier jusqu'au mois de mars 2025 et repris au mois de décembre 2025 jusqu'au mois de mars 2026
2. Préparation des activités de greffage des plants fruitiers (débroussage, défrichage et terrassement des terrains), achat du matériel de greffage et identification des lieux d’approvisionnements des greffons et des portes greffes de bonne variété et de bonne qualité: prévu de commencer au mois de février jusqu'au mois de mars 2025
3. Mise en place de la  pépinière et conduite des activités de greffage des plants fruitiers (greffage, constructions des ombrières, fabrications des pots de feuilles du bananiers en remplacements des sachets qui sont mauvais à l’environnement, remplissage de la terre dans les pots de feuilles de bananiers, aménagement des plates bandes, sarclage, arrosage, fertilisation, application des produits phytosanitaires, et entretien des plants): prévu de commencer au mois de février jusqu'au mois de décembre 2025.
4. Préparation des activités de production des plants forestiers et agroforestiers dans les pépinières (débroussage, défrichage et terrassement des terrains) et achat du matériel: prévu au mois de Mai jusqu'au mois de juin 2025. 
5. Encadrer les groupements agropastoraux dans les activités de mise en place et de conduite des pépinières pour la production des plants forestiers et agroforestiers (mise en place des germoirs, semis, constructions des ombrières, fabrications des pots de feuilles du bananiers en remplacements des sachets qui sont mauvais à l’environnement, remplissage de la terre dans les pots de feuilles de bananiers, aménagement des plates bandes, repicage, sarclage, arrosage, fertilisation, application des produits phytosanitaires, et entretien des plants): prévu de commencer au mois de juin jusqu'au mois de décembre 2025
6. Suivi évaluation des activités: qui commence avec le début de la mise en oeuvre du projet (mois de janvier jusqu'au mois de décembre 2025).

ANNEE 2026, 2027, 2028, 2029

1. Suivi et entretien des arbres plantés.",approved,
c4eade71-6f42-4e45-8649-ffa251f2caed,Projet de conservation des forêts mangroviennes de la boucle des Rio Nuñez et Bongo dans les Préfectures de Boffa et Boké - AMSP,terrafund,,595,GN,terrafund,"20-May-2022 au 18-Dec-2026",approved,new_project
f04c60d8-9cdf-49e0-a100-086cd95ce7e1,Projet de restauration des microbassins versants des rivières de Ntahangwa et Nyabagere pour la protection de la ville de Bujumbura,terrafund-landscapes,,2578,BI,terrafund-landscapes,"1ère Phase: Janvier-Avril 2024;   sensibilisation et information des parties prenantes y compris les communautés bénéficiaires et développement des approches de la mise en oeuvre du projet.
2ème phase: Mai - juin 2024;  Identification des sites de plantation des arbres, Cartographie des zones tampons des cours d'eau.  
3ème phase: Juin - Décembre 2024; Production des arbres autochtones, des bambous, des arbres agroforestiers et achat des plants fruitiers. 
4ème phase: Novembre 2024-Janvier 2025; Protection des zones tampons par les communautés pour favoriser la régénération naturelle, plantation du bambou sur les berges des cours d'eau, plantation des arbres au niveau de sites dégradés et plantation des  fruitiers et agroforestiers dans les agrosystèmes;
5ème phase  : Novembre 2024- Décembre 2029; travaux d'entretien (sarclage, désherbages, etc) , surveillance des arbres plantés et suivi évaluation des activiutés mises en oeuvre.",approved,
"4124a403-45ca-4e48-be6f-6c15b3b48617",Projet de restauration des terres dégradées à la périphérie de la Forêt Classée et Réserve Partielle de Faune de la Comoé – Leraba - AGEREF-CL,terrafund,,828,BF,terrafund,"- Installation/Renforcement de 2  pépinières : Mai-Juin 2022 : 
- Production des  plants en pépinière : (Juin-Juillet- Août 2022: 40 000 plants; Mars-Juillet 2023: 40 000 Plants) 
- Transport et plantation des plants sur les parcelles dégradées (Sept 2022: 40 000 plants et Août 2023: 40 000 Plants)
- Entretien des parcelles reboisées par les producteurs : Novembre-Décembre 2022, 2023, 2024, 2025 et 2026
- Surveillance des parcelles contre les animaux domestiques : Septembre 2022-Decembre 2026 :",approved,existing_expansion
"9c22bab7-9170-4502-bfd5-f7ea361764ce",Projet de Restauration du couvert forestier dans le Bassin de la Rusizi,terrafund-landscapes,,2639,BI,terrafund-landscapes,"1. Début, recrutement et lancement du projet : Décembre 2023-Mar 2024 
2. Sensibilisation et engagement de la communauté / engagement du gouvernement :  Jan 2024 – Sep 2024 
3.Enquête de référence et finale : Février 2024 et octobre 2029
4. Évaluation des risques de résilience communautaire et planification de la restauration : Juil – Sep 2024 
5. Polygonation des sites de pépinière et sites à restaurer : Avril- Mai 2024
6. Aménagement et gestion des pépinières : Juin - Déc. 2024 et Déc. 2025 au cas où il y aura une mortalité de plants supérieurs à 28%. 
8. Formation des représentants communautaires : Juillet-Déc 2024 
9. Plantation des plants achetés au sein des groupements encadrés : 15  Nov.-Déc. 2024 + 10 jours de Janvier 2025 (Evaluation de la reprise et regarnissage éventuel).  Nov-Déc. 2025 au cas où il y aura une mortalité de plants supérieurs à 28%. 
10. Suivi des soins sylvicoles, entretien des plants par les communautés et évaluation de la croissance avec les communautés : T1-T4 (2025 à 2029) 
11. Suivi de la quantité et de la qualité de l’eau : 2026 et 2027.
12. Rapportage : Juillet et janvier de chaque année (2024-2029).",approved,
"6d4d7217-175b-4d0c-927d-7596381ddc55",Projet de restauration et de conservation des écosystèmes du Ziama - AMSP,terrafund,,595,GN,terrafund,"20 may 2022 au  19 jun 2026",approved,new_project
"82dd3a84-2562-4a6f-85d9-f83790daaaba","Promoting Agroforestry for community resilience to climate change in Bahati (Nakuru North) Sub-county, Kenya",terrafund-landscapes,,1312,KE,terrafund-landscapes,"Community mobilization will be done between January 2024 and March 2024. In this phase of the project, we will carry out the launch of the project, stakeholders’ workshop where we will discuss the project objects, proposed milestone and work plan, this will be done in a participatory manner together with the communities and local stakeholders. This is also the period when Participatory land use planning will be done. Tree nursery establishment and expansion will be initiated the same period and will continue to the end of the year.
In March 2024, major preparation will be done by identifying tree seedlings that will be ready for planting, farmers that will be ready for planting, the site preparation will be done the same time. 
Tree planting – April/ June 2024 is the long rain season in this region thus in April  and June 2024 tree planting will be done, the number of trees planted will be based on availability of ready seedlings , availability of rains and the farmers that will be ready. We aim to plant at least 50,000 trees during this period.
In October/November 2024, this is also a rainy season in this region, though not much rain. Planting will be continued and the number of trees to be planted will be based on the availability of seedlings, readiness of the farmers and availability of rainfall. We will do a thorough evaluation in this period to establish the survival rate per farmer and support in replacement to ensure that the tree survival is at least 70%.
Maintenance and monitoring will be done continuously, the project will engage extension officers and lead farmers who will carry out day to day monitoring and training support.
Every 6 months from January 2024, we will carry out project evaluation to document trees planted, survival rates, number of the community member trained, livelihoods initiatives started by the communities as a result of the project and number of jobs created by the project. An assessment of the number of trees planted by end of the year will be done in December 2024 and planning for 2025 will also be done.
The follow up for the project will continue  until October 31 2029.",approved,
a727d737-370f-4ac0-889c-88b7b190e4ff,Promoting biodiversity conservation and livelihood improvement of forest fringe communities in Bono Region of Ghana,terrafund-landscapes,,1410,GH,terrafund-landscapes,"February 2024. Organize stakeholder consultation and sensitization in participating communities  
February 2024: Community mobilization, selection and appointment of local Team Members and capacity building of team members
February 2024 - April 2024. Site preparation and nursery establishment
April 2024-September 2024: land preparation and crop and tree planting 
October 2024 – December 2029. Maintenance and monitoring, evaluation",approved,
bcde8454-bdd2-4b62-95b9-b572e8c5c460,Promoting Biodiversity Conservation and Sustainable Livelihoods in Obudu Plateau - ARADIN,terrafund,,848,NG,terrafund,"Project Timeline  
1.	Project inception meeting and engagement of community liaison assistants: to be held on the first month of the project (April, 2022) after signing MoU with World Resources Institute.
2.	Re-training of Forest Management Committee and Community Town Council members on sustainable forest management strategies, conflict resolution and peace building to be held in June, 2022.
3.	Establishment of tree nurseries: Training and technical support in 4 indigenous nurseries established for 4 communities. Provide the necessary tools and equipment and technical support during the transplanting of the seedlings to the degraded watersheds patches. Nursery site selection, ground preparation, procurement of nursery and maintenance materials is planned for the months of April, 2022 and same period in 2023; seed collection and introduction will be carried out in April – May, 2022 and same period in 2023. 
4.	Perimeter fencing of 4 regeneration sites will commence in July, 2022 to June, 2023 
5.	Tree planting is planned to be carried out once a week from 1st July – 30th September 2022 and 1st June – 30th September, 2023 respectively.
6.	Fire tracing will be carried out in November of each year (2022, 2023, 2024 and 2025) to boost the protection of forest regeneration/ restoration sites.
7.	Procurement and distribution of 30 goats for FMC members in Ogbakoko and establishment of Cassava processing factory at the ranch urban, to be implemented from October, 2022 - March, 2023.
8.	Monitoring of forest regeneration activities, maintenance of trees and sites and livelihood intervention is planned to be conducted monthly from June, 2022 till project ends. ARADIN will also undertake quarterly monitoring visits to the target areas for 8 years after funding period to provide maintenance support for the planted trees.",approved,new_project
"996f3017-cc38-44c4-832b-eccde0903881",Promoting indigenous trees by restoring Mukungwa river buffer zone in Nyabihu district,terrafund-landscapes,,1978,RW,terrafund-landscapes,"The timeline of the project entitled: Promoting indigenous trees by restoring Mukungwa river buffer zone in nyabihu district is as follow: 
Project Launch and Community Awareness (20th January, 2024):
(i)	Conduct a project launch event to engage local communities, stakeholders, and authorities.
(ii)	Initiate awareness campaigns to educate the local community on the importance of restoring the Mukungwa River buffer zone and promoting indigenous trees.
Baseline Assessment, Planning and Stakeholder Engagement (25th January, 2024):
(i)	Conduct a baseline assessment of the current state of the Mukungwa River buffer zone, including soil quality, vegetation cover, and biodiversity.
(ii)	Develop a detailed project plan outlining specific restoration and tree promotion activities.
(iii)	Engage with local communities, government agencies and other stakeholders to gather input and ensure collaboration.
(iv)	Establish partnerships for resource sharing and support.

Local community engagement, capacity building and livelihoods improvement (1st January 2024 to 31st December 2029)
(i)	Conduct training sessions for local communities on sustainable land and water management practices.
(ii)	Build the capacity of community members to actively participate in ongoing restoration of the buffer zone of Mukungwa river.
(iii)	Train local community on the importance of indigenous trees. 
(iv)	Implement income generating activities related to the sustainable use of the restored buffer zone and well management of planted agroforestry trees. 
(v)	Support the development of community led initiatives that align with the goals of the project.

Tree Nursery Establishment (Year 1: 28th January to 30th August, 2024; Year 2: 20th January to 30th August, 2025):
(i)	Set up a tree nursery to propagate indigenous tree species suitable for promoting indigenous trees and restoring the buffer zone of Mukungwa river.
(ii)	Train local community on how to make pots from plantain remnants as means of zero plastic during restoration process. 
(iii)	Train local community members on tree nursery management and tree seedling care.
Tree Planting (Year 1: 1st September-31 December 2024; Year 2: 1st September-31 December 2025):
(i)	Organize community-based tree planting campaigns to plant indigenous trees in the designated buffer zone of Mukungwa river and distribute agroforestry trees to local farmers to be planted in their own farm to control erosion and improve crop harvest. 
(ii)	Regular monitoring and evaluation of planting activities to ensure the successful establishment of indigenous and agroforestry trees.

Monitoring, reporting and verification (Every six months; 6 years) 
(i)	Collect data on nursery site, seedlings to track the progress of project. 
(ii)	Collect data on tree growth to track the progress of project.
(iii)	Collect data on local community engagement and capacity building to track the progress of project.
(iv)	Adaption based on monitoring results and community feedback.
Knowledge Sharing and Dissemination (September, 2029):
(i)	Conduct a final evaluation of the project's outcomes and impact.
(ii)	Collect a comprehensive project report detailing achievements, challenges, and recommendations for future projects.
(iii)	Share project findings, best practices, and lessons learned with local communities, relevant authorities, and other stakeholders.
(iv)	Facilitate knowledge exchange to promote the replication of successful approaches in similar projects.",approved,
